month,deposits,aver_inc,population,manprop,billboard,numofbank
7,200,5463,14253,50,0,14
11,225,4345,7454,45,0,18
10,202,4722,19958,60,0,12
11,186,3639,15685,42,0,18
8,229,4689,17098,56,0,8
8,136,4454,16267,54,0,16
10,334,4977,16483,40,0,6
7,148,4015,5214,42,0,16
10,262,5205,12975,44,0,9
12,0,4024,6182,54,0,8
12,295,3511,11465,47,0,18
12,212,5328,18401,58,0,11
10,173,5168,13558,53,0,6
8,269,5252,14244,44,0,5
9,183,4471,11059,50,0,13
12,229,5004,19147,51,0,15
8,261,4511,15431,44,0,16
12,318,5093,10987,52,0,18
8,129,3979,19615,52,0,8
8,320,4042,11422,50,0,16
9,199,5065,16851,50,0,11
7,212,5208,7759,47,0,15
12,212,4756,12365,41,0,14
9,129,4292,6315,58,0,6
9,227,5114,6624,59,0,10
7,306,5407,8635,54,0,14
8,353,4857,15815,42,0,7
7,171,4742,5707,58,0,11
11,319,5231,16629,51,0,15
7,250,5490,16103,42,0,8
8,0,3878,6614,41,0,9
10,0,4053,5483,56,0,17
12,0,4820,12088,42,0,19
12,194,3850,7665,48,0,13
12,172,4514,14277,58,0,7
7,168,5115,19496,60,0,10
9,318,3712,18933,58,0,20
8,230,4896,13718,44,0,9
8,206,3586,19637,46,0,6
10,0,4938,8596,51,0,5
8,96,4715,11273,54,0,14
12,157,4474,8684,48,0,13
10,239,4054,11587,58,0,12
12,0,4361,8093,42,0,6
8,253,4835,10687,51,0,18
12,236,3967,13833,43,0,19
7,203,5112,17893,52,0,7
12,196,3978,5203,48,0,17
7,336,4322,14444,47,0,19
9,189,4748,17627,41,0,20
12,222,5099,5883,53,0,17
11,286,4511,19258,50,0,10
12,0,4635,8126,54,0,20
8,151,3972,16260,51,0,7
12,216,4798,18765,53,0,17
7,131,3576,6830,54,0,17
9,213,5388,15841,54,0,13
9,196,4475,16613,57,0,6
11,161,5304,18700,47,0,11
10,331,3754,6780,52,0,18
12,188,3977,14020,44,0,7
7,349,4248,10540,53,0,11
10,193,5043,15568,56,0,5
11,249,3795,14628,46,0,9
7,179,5282,8350,59,0,20
10,219,4712,6163,60,0,7
7,337,4050,15507,48,0,14
8,201,4421,5789,56,0,5
10,146,4587,7257,42,0,18
11,217,4127,8365,55,0,6
12,216,4560,11188,43,0,10
12,0,4043,13012,48,0,17
11,186,5115,17866,47,0,9
12,229,4577,19313,59,0,5
12,259,3584,14922,49,0,15
9,275,4866,11149,49,0,11
11,0,3688,15587,55,0,7
9,282,4018,15389,54,0,8
10,265,4189,15907,48,0,9
9,341,4864,19167,43,0,19
12,143,3745,12727,42,0,20
8,216,4829,18509,43,0,5
10,263,5217,15299,48,0,16
11,189,5080,19277,49,0,14
8,305,4150,6536,57,0,9
11,382,3627,14362,46,0,6
12,141,5483,18528,56,0,15
12,193,3960,15541,45,0,18
9,149,5160,18256,47,0,19
12,203,3650,12617,40,0,17
9,272,4034,7835,55,0,15
12,238,3706,12628,51,0,13
12,224,4299,5529,60,0,7
7,200,3757,17240,50,0,6
9,212,4202,9442,43,0,14
10,125,5479,5741,51,0,9
7,124,3615,10729,45,0,5
8,117,3828,17844,40,0,18
12,308,4440,8103,57,0,10
9,182,4622,13003,44,0,16
7,334,4132,17897,55,0,18
7,0,5453,9610,40,0,7
10,202,4505,10786,47,0,15
12,185,4863,16603,52,0,6
7,422,5328,9300,60,0,12
11,273,3824,6173,40,0,19
9,259,3556,19423,54,0,11
7,205,3822,15850,47,0,19
10,0,4797,16417,44,0,13
11,265,4256,5615,48,0,11
10,392,4110,18523,45,0,11
12,341,5279,7974,47,0,5
9,348,5459,9182,43,0,19
8,0,5197,7450,42,0,9
12,0,3756,7611,56,0,16
10,246,4040,14465,46,0,12
12,0,4936,5002,57,0,11
12,156,5448,11767,52,0,9
8,236,5046,19692,59,0,18
11,250,4767,5529,53,0,5
10,294,5417,19973,42,0,8
11,344,4392,18106,46,0,5
8,256,3715,5657,54,0,7
8,335,4024,18168,60,0,11
9,275,3772,5274,41,0,18
8,232,4463,5072,47,0,8
8,237,5359,15958,50,0,6
11,208,3569,9626,47,0,5
10,264,4197,10846,60,0,7
12,204,4148,9859,44,0,10
10,168,5084,12922,50,0,19
7,0,5092,12964,53,0,20
11,185,3607,12200,46,0,11
11,252,5472,14951,56,0,10
9,290,5456,17575,58,0,13
12,385,3976,11304,43,0,5
10,0,4010,14724,53,0,8
8,157,4810,6244,49,0,5
11,306,5477,15380,41,0,13
9,351,4719,15489,49,0,19
9,172,3734,16187,48,0,14
8,231,3680,8901,56,0,20
11,195,3736,16312,55,0,17
10,217,5287,17822,40,0,15
9,273,5296,9738,42,0,19
10,246,3770,13255,57,0,15
10,281,3744,17295,49,0,5
8,237,4870,15231,51,0,10
9,118,4960,13828,46,0,18
12,170,3808,9500,43,0,9
9,196,4495,14958,41,0,12
8,166,4772,13668,59,0,8
12,270,5337,15337,53,0,17
7,124,4383,9821,43,0,14
11,126,3889,12201,43,0,13
11,248,4072,17664,47,0,19
12,167,5192,18923,41,0,11
11,179,4067,18690,59,0,6
11,321,3566,17612,55,0,13
7,142,3788,13847,55,0,9
7,0,4350,12070,59,0,19
12,199,4318,6122,44,0,14
7,200,4592,5480,40,0,12
12,0,4099,11884,47,0,8
12,252,4982,12378,46,0,12
11,245,4657,11119,52,0,19
8,247,5215,17198,47,0,10
11,0,3670,18073,52,0,9
10,306,5154,7548,60,0,18
12,396,4791,15877,43,0,11
11,160,4156,8000,59,0,11
8,115,4453,12924,44,0,20
9,341,3653,10979,44,0,15
10,251,4933,17695,45,0,16
10,307,3787,5505,58,0,11
8,0,3693,18734,56,0,19
8,216,5342,9960,48,0,9
7,175,4354,10630,51,0,18
12,0,4847,19835,60,0,18
12,228,4870,13463,51,0,16
11,131,4904,14327,54,0,17
7,355,5478,6005,48,0,19
9,178,5375,11387,43,0,8
9,252,3766,6293,44,0,6
7,233,5112,10164,42,0,14
9,201,4034,12919,51,0,7
12,118,3997,16302,55,0,7
10,193,5018,8231,42,0,20
12,390,4432,7865,54,0,7
10,0,3725,18407,60,0,9
8,219,4797,16237,59,0,6
7,0,3602,9978,49,0,19
9,305,5074,18135,43,0,12
7,245,4648,15103,43,0,18
10,132,4117,18797,41,0,11
9,240,3789,9932,42,0,14
8,196,4458,5408,49,0,11
11,156,3995,13113,48,0,20
8,129,4665,13541,42,0,20
7,233,3546,17687,40,0,5
10,173,4543,19338,49,0,6
12,220,5274,9670,42,0,6
12,227,4292,5754,45,0,19
8,88,4398,6589,59,0,16
8,312,4409,7300,41,0,20
9,317,3981,16910,50,0,17
9,150,4579,18845,54,0,9
9,193,5341,5191,41,0,13
11,182,3532,11662,44,0,19
12,173,3617,7222,56,0,8
12,164,4744,11624,41,0,11
11,193,3630,7049,44,0,14
8,247,3662,13368,59,0,11
8,284,4674,13974,53,0,16
9,298,5416,7001,52,0,16
10,371,4174,5004,42,0,19
10,138,4428,8144,57,0,11
11,171,4295,15994,43,0,12
10,253,4362,18768,41,0,18
11,157,3760,9540,57,0,9
9,0,4526,18613,57,0,8
8,196,5296,8832,52,0,7
7,0,4171,,45,0,13
10,427,4838,8199,44,0,18
9,0,3804,5624,48,0,5
8,146,3817,6489,41,0,11
9,199,4875,19371,51,0,14
11,149,5423,5352,52,0,16
11,239,4210,16901,53,0,13
11,177,4204,11081,41,0,5
10,268,5480,16500,48,0,16
10,195,3806,17869,47,0,6
8,231,3734,16106,43,0,18
10,270,4172,5748,48,0,7
9,343,4505,12290,44,0,7
9,325,5389,5178,50,0,5
